id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_shipping,prior_purchases,product_importance,gender,discount_offered(%),weight_in_gms,reached.on.time_y.n,customer_rating_category,on_time(str),loyalty_category
4863,A,Ship,4,3,223,3,low,female,10,5560,1,Neutral,delayed,Low Loyal
4864,B,Ship,4,1,241,4,medium,male,9,5360,0,Very dissatisfied,on time,Moderate Loyal
4865,C,Ship,5,4,215,3,low,female,5,5552,1,Satisfied,delayed,Low Loyal
4866,E,Ship,4,5,261,2,medium,male,6,5920,0,Very Satisfied,on time,Low Loyal
4867,D,Ship,4,3,158,5,medium,female,7,4344,1,Neutral,delayed,Moderate Loyal
4868,E,Ship,3,3,166,2,medium,female,8,5871,0,Neutral,on time,Low Loyal
4869,A,Ship,4,3,280,6,high,male,8,4525,0,Neutral,on time,Moderate Loyal
4870,B,Ship,3,2,264,3,low,female,8,5831,0,Dissatisfied,on time,Low Loyal
4871,C,Ship,3,3,204,2,medium,male,6,5612,0,Neutral,on time,Low Loyal
4872,E,Ship,4,4,261,2,medium,female,9,5306,1,Satisfied,delayed,Low Loyal
4873,D,Ship,6,4,138,3,medium,female,4,4225,0,Satisfied,on time,Low Loyal
4874,E,Ship,4,4,225,2,medium,male,10,4829,1,Satisfied,delayed,Low Loyal
4875,A,Ship,4,4,238,5,low,male,1,4753,0,Satisfied,on time,Moderate Loyal
4876,B,Ship,4,5,234,3,medium,female,3,5142,1,Very Satisfied,delayed,Low Loyal
4877,C,Ship,4,2,237,3,low,female,7,4785,0,Dissatisfied,on time,Low Loyal
4878,E,Ship,3,3,165,3,medium,female,4,5924,1,Neutral,delayed,Low Loyal
4879,D,Ship,2,1,148,2,low,male,10,5939,1,Very dissatisfied,delayed,Low Loyal
4880,E,Ship,5,1,148,4,high,male,2,5821,1,Very dissatisfied,delayed,Moderate Loyal
4881,A,Ship,3,3,218,3,low,female,4,5086,1,Neutral,delayed,Low Loyal
4882,B,Ship,4,5,218,6,low,male,5,4364,1,Very Satisfied,delayed,Moderate Loyal
4883,C,Ship,4,3,181,4,low,female,8,5106,0,Neutral,on time,Moderate Loyal
4884,E,Ship,2,1,138,2,low,male,8,4932,1,Very dissatisfied,delayed,Low Loyal
4885,D,Ship,3,4,206,3,high,male,5,4022,0,Satisfied,on time,Low Loyal
4886,E,Ship,5,1,172,2,high,female,7,5165,0,Very dissatisfied,on time,Low Loyal
4887,A,Ship,4,2,160,2,high,female,5,4343,0,Dissatisfied,on time,Low Loyal
4888,B,Ship,5,2,225,4,low,male,1,4328,1,Dissatisfied,delayed,Moderate Loyal
4889,C,Ship,6,5,206,6,low,male,2,4014,1,Very Satisfied,delayed,Moderate Loyal
4890,E,Ship,5,5,232,3,low,female,2,4545,1,Very Satisfied,delayed,Low Loyal
4891,D,Ship,3,4,232,3,low,female,6,4050,0,Satisfied,on time,Low Loyal
4892,E,Ship,3,4,197,2,low,female,3,4865,0,Satisfied,on time,Low Loyal
4893,A,Ship,5,1,246,3,low,female,3,5013,0,Very dissatisfied,on time,Low Loyal
4894,B,Ship,3,4,241,3,medium,male,3,4047,0,Satisfied,on time,Low Loyal
4895,C,Ship,6,5,211,4,medium,female,4,4032,0,Very Satisfied,on time,Moderate Loyal
4896,E,Ship,3,3,162,2,low,female,9,4903,0,Neutral,on time,Low Loyal
4897,D,Ship,3,1,264,4,low,male,10,4265,0,Very dissatisfied,on time,Moderate Loyal
4898,E,Ship,5,3,211,3,low,female,5,5087,0,Neutral,on time,Low Loyal
4899,A,Ship,4,5,159,5,low,female,7,4063,0,Very Satisfied,on time,Moderate Loyal
4900,B,Ship,5,5,166,2,high,female,2,4562,1,Very Satisfied,delayed,Low Loyal
4901,C,Ship,4,4,163,6,medium,male,1,4584,0,Satisfied,on time,Moderate Loyal
4902,E,Ship,4,3,164,2,low,male,3,5735,0,Neutral,on time,Low Loyal
4903,D,Ship,5,1,255,3,high,male,6,4044,1,Very dissatisfied,delayed,Low Loyal
4904,E,Ship,4,3,153,3,medium,female,6,5748,0,Neutral,on time,Low Loyal
4905,A,Ship,3,1,165,2,low,male,6,4445,0,Very dissatisfied,on time,Low Loyal
4906,B,Road,3,2,162,3,medium,male,6,4505,1,Dissatisfied,delayed,Low Loyal
4907,C,Road,3,1,223,3,low,male,8,5318,0,Very dissatisfied,on time,Low Loyal
4908,E,Road,3,4,200,2,medium,female,6,4751,1,Satisfied,delayed,Low Loyal
4909,D,Road,3,5,194,3,medium,female,3,4435,1,Very Satisfied,delayed,Low Loyal
4910,E,Road,3,1,257,2,low,male,6,4897,1,Very dissatisfied,delayed,Low Loyal
4911,A,Road,2,1,188,2,low,male,5,5250,0,Very dissatisfied,on time,Low Loyal
4912,B,Road,3,4,221,3,medium,female,1,5391,0,Satisfied,on time,Low Loyal
4913,C,Road,4,4,193,2,low,female,6,4855,1,Satisfied,delayed,Low Loyal
4914,E,Road,3,1,166,2,low,male,2,5710,1,Very dissatisfied,delayed,Low Loyal
4915,D,Road,4,4,212,2,medium,male,8,4239,0,Satisfied,on time,Low Loyal
4916,E,Road,3,2,252,3,medium,male,7,4507,0,Dissatisfied,on time,Low Loyal
4917,A,Road,3,1,155,2,low,male,7,4221,1,Very dissatisfied,delayed,Low Loyal
4918,B,Road,4,5,244,4,medium,female,2,5365,1,Very Satisfied,delayed,Moderate Loyal
4919,C,Road,3,3,162,2,medium,male,7,5719,1,Neutral,delayed,Low Loyal
4920,E,Road,2,1,228,2,medium,male,10,4854,1,Very dissatisfied,delayed,Low Loyal
4921,D,Road,4,3,208,3,medium,female,3,4837,1,Neutral,delayed,Low Loyal
4922,E,Road,5,3,156,3,medium,male,7,4293,0,Neutral,on time,Low Loyal
4923,A,Road,3,1,209,2,high,female,1,5779,1,Very dissatisfied,delayed,Low Loyal
4924,B,Road,4,5,203,2,medium,female,8,4450,1,Very Satisfied,delayed,Low Loyal
4925,C,Road,4,4,196,5,high,female,7,4622,0,Satisfied,on time,Moderate Loyal
4926,E,Road,4,4,256,3,low,male,8,4398,0,Satisfied,on time,Low Loyal
4927,D,Road,4,5,159,4,medium,female,4,4816,0,Very Satisfied,on time,Moderate Loyal
4928,E,Flight,5,5,137,4,low,male,4,5888,0,Very Satisfied,on time,Moderate Loyal
4929,A,Flight,2,5,271,3,low,male,4,5775,0,Very Satisfied,on time,Low Loyal
4930,B,Flight,5,1,264,2,medium,female,3,4056,1,Very dissatisfied,delayed,Low Loyal
4931,C,Flight,2,2,264,3,medium,male,1,4518,0,Dissatisfied,on time,Low Loyal
4932,E,Flight,4,3,205,2,medium,male,10,4178,1,Neutral,delayed,Low Loyal
4933,D,Flight,5,1,266,3,low,male,10,5858,0,Very dissatisfied,on time,Low Loyal
4934,E,Flight,5,4,200,3,medium,female,8,5206,1,Satisfied,delayed,Low Loyal
4935,A,Flight,4,4,154,6,medium,female,10,4361,1,Satisfied,delayed,Moderate Loyal
4936,B,Flight,3,2,178,3,low,male,4,5119,1,Dissatisfied,delayed,Low Loyal
4937,C,Flight,5,2,198,3,low,female,7,5768,1,Dissatisfied,delayed,Low Loyal
4938,E,Flight,3,4,218,2,medium,male,2,5973,0,Satisfied,on time,Low Loyal
4939,D,Flight,4,4,185,3,high,female,6,4238,1,Satisfied,delayed,Low Loyal
4940,E,Flight,3,4,235,3,low,male,4,5498,0,Satisfied,on time,Low Loyal
4941,A,Flight,3,5,251,3,high,female,4,4156,1,Very Satisfied,delayed,Low Loyal
4942,B,Flight,5,2,275,5,low,female,9,5168,1,Dissatisfied,delayed,Moderate Loyal
4943,C,Flight,5,2,156,5,low,male,9,5237,0,Dissatisfied,on time,Moderate Loyal
4944,E,Flight,3,5,135,3,low,male,3,4938,0,Very Satisfied,on time,Low Loyal
4945,D,Flight,4,1,143,3,medium,male,4,4283,0,Very dissatisfied,on time,Low Loyal
4946,E,Flight,5,1,240,3,high,male,10,5277,0,Very dissatisfied,on time,Low Loyal
4947,A,Flight,5,2,131,5,low,female,4,4600,1,Dissatisfied,delayed,Moderate Loyal
4948,B,Flight,4,5,142,3,medium,male,2,5692,0,Very Satisfied,on time,Low Loyal
4949,C,Flight,5,4,275,4,low,female,7,4597,0,Satisfied,on time,Moderate Loyal
4950,E,Ship,5,5,137,3,low,male,5,5914,1,Very Satisfied,delayed,Low Loyal
4951,D,Ship,3,3,165,4,medium,male,3,4235,0,Neutral,on time,Moderate Loyal
4952,E,Ship,5,4,250,2,low,female,10,4277,0,Satisfied,on time,Low Loyal
4953,A,Ship,4,2,242,3,medium,male,10,4721,0,Dissatisfied,on time,Low Loyal
4954,B,Ship,3,3,181,3,medium,female,3,5620,1,Neutral,delayed,Low Loyal
4955,C,Ship,4,4,211,3,medium,male,5,4812,0,Satisfied,on time,Low Loyal
4956,E,Ship,2,2,177,4,low,male,8,5878,1,Dissatisfied,delayed,Moderate Loyal
4957,D,Ship,3,3,135,3,medium,male,2,5860,0,Neutral,on time,Low Loyal
4958,E,Ship,6,4,151,3,low,female,10,5414,1,Satisfied,delayed,Low Loyal
4959,A,Ship,5,4,250,6,low,female,1,4343,0,Satisfied,on time,Moderate Loyal
4960,B,Ship,5,5,191,4,medium,female,10,4933,1,Very Satisfied,delayed,Moderate Loyal
4961,C,Ship,2,4,158,5,medium,female,2,4303,1,Satisfied,delayed,Moderate Loyal
4962,E,Ship,3,3,229,2,medium,female,1,5670,0,Neutral,on time,Low Loyal
4963,D,Ship,4,5,169,4,low,male,6,4168,1,Very Satisfied,delayed,Moderate Loyal
4964,E,Ship,5,1,164,3,low,male,7,4540,1,Very dissatisfied,delayed,Low Loyal
4965,A,Ship,4,1,177,2,medium,male,6,5566,0,Very dissatisfied,on time,Low Loyal
4966,B,Ship,4,4,193,3,medium,male,8,4715,1,Satisfied,delayed,Low Loyal
4967,C,Ship,4,1,198,3,medium,female,1,4090,0,Very dissatisfied,on time,Low Loyal
4968,E,Ship,3,1,268,3,low,male,2,4746,1,Very dissatisfied,delayed,Low Loyal
4969,D,Ship,3,3,269,3,high,male,8,5910,0,Neutral,on time,Low Loyal
4970,E,Ship,4,3,275,3,low,female,3,4824,0,Neutral,on time,Low Loyal
4971,A,Ship,5,5,233,3,high,male,5,5330,0,Very Satisfied,on time,Low Loyal
4972,B,Ship,2,5,259,3,low,male,3,4770,1,Very Satisfied,delayed,Low Loyal
4973,C,Ship,3,5,239,6,low,female,8,5791,1,Very Satisfied,delayed,Moderate Loyal
4974,E,Ship,3,2,134,3,medium,female,3,5232,0,Dissatisfied,on time,Low Loyal
4975,D,Ship,5,4,131,8,low,male,7,4471,0,Satisfied,on time,High Loyal
4976,E,Ship,4,2,194,8,medium,male,10,5995,0,Dissatisfied,on time,High Loyal
4977,A,Ship,4,5,261,3,high,female,2,4954,1,Very Satisfied,delayed,Low Loyal
4978,B,Ship,4,2,254,10,high,male,7,5820,0,Dissatisfied,on time,High Loyal
4979,C,Ship,4,1,161,6,low,female,2,5734,0,Very dissatisfied,on time,Moderate Loyal
4980,E,Ship,4,5,227,2,low,male,7,4414,0,Very Satisfied,on time,Low Loyal
4981,D,Ship,3,1,165,3,high,female,10,4208,0,Very dissatisfied,on time,Low Loyal
4982,E,Ship,3,2,156,7,medium,female,9,5313,1,Dissatisfied,delayed,High Loyal
4983,A,Ship,3,3,262,7,high,female,9,5097,0,Neutral,on time,High Loyal
4984,B,Ship,4,3,263,3,low,male,4,4150,1,Neutral,delayed,Low Loyal
4985,C,Ship,4,2,196,3,low,male,1,5172,1,Dissatisfied,delayed,Low Loyal
4986,E,Ship,6,1,152,2,low,female,3,1340,0,Very dissatisfied,on time,Low Loyal
4987,D,Ship,7,1,278,4,low,male,10,1508,1,Very dissatisfied,delayed,Moderate Loyal
4988,E,Ship,6,4,260,4,medium,male,1,1726,0,Satisfied,on time,Moderate Loyal
4989,A,Ship,6,5,254,4,low,male,7,1674,0,Very Satisfied,on time,Moderate Loyal
4990,B,Ship,2,4,151,4,low,female,2,1150,0,Satisfied,on time,Moderate Loyal
4991,C,Ship,2,3,198,2,medium,female,6,1996,0,Neutral,on time,Low Loyal
4992,E,Ship,6,2,243,4,low,male,9,1258,1,Dissatisfied,delayed,Moderate Loyal
4993,D,Ship,6,2,245,4,low,female,10,1448,0,Dissatisfied,on time,Moderate Loyal
4994,E,Ship,3,5,268,3,low,female,6,5603,0,Very Satisfied,on time,Low Loyal
4995,A,Ship,3,3,269,3,high,female,6,4260,1,Neutral,delayed,Low Loyal
4996,B,Ship,4,4,275,3,low,male,10,5674,1,Satisfied,delayed,Low Loyal
4997,C,Ship,5,2,233,3,high,male,7,5323,1,Dissatisfied,delayed,Low Loyal
4998,E,Ship,2,2,259,3,low,male,6,4840,1,Dissatisfied,delayed,Low Loyal
4999,D,Ship,3,3,239,6,low,male,7,4501,1,Neutral,delayed,Moderate Loyal
5000,E,Ship,3,3,134,3,medium,female,8,4950,0,Neutral,on time,Low Loyal
5001,A,Ship,5,3,131,8,low,female,5,4149,1,Neutral,delayed,High Loyal
5002,B,Ship,4,5,194,8,medium,female,9,4843,1,Very Satisfied,delayed,High Loyal
5003,C,Ship,4,2,261,3,high,male,1,4931,0,Dissatisfied,on time,Low Loyal
5004,E,Ship,4,5,254,10,high,male,7,5524,1,Very Satisfied,delayed,High Loyal
5005,D,Ship,4,3,161,6,low,male,6,5560,1,Neutral,delayed,Moderate Loyal
5006,E,Ship,4,4,227,2,low,female,7,4916,0,Satisfied,on time,Low Loyal
5007,A,Ship,3,4,165,3,high,male,10,4910,0,Satisfied,on time,Low Loyal
5008,B,Ship,3,3,156,7,medium,male,2,5467,0,Neutral,on time,High Loyal
5009,C,Ship,3,2,262,7,high,male,5,5985,1,Dissatisfied,delayed,High Loyal
5010,E,Ship,4,3,263,3,low,female,3,5253,0,Neutral,on time,Low Loyal
5011,D,Ship,4,3,196,3,low,female,10,4194,1,Neutral,delayed,Low Loyal
5012,E,Ship,6,2,152,2,low,male,6,1711,0,Dissatisfied,on time,Low Loyal
5013,A,Ship,7,3,278,4,low,female,8,1909,1,Neutral,delayed,Moderate Loyal
5014,B,Ship,6,5,260,4,medium,female,10,1799,0,Very Satisfied,on time,Moderate Loyal
5015,C,Ship,6,2,254,4,low,male,4,1392,0,Dissatisfied,on time,Moderate Loyal
5016,E,Ship,2,3,151,4,low,female,3,1353,1,Neutral,delayed,Moderate Loyal
5017,D,Ship,2,3,198,2,medium,female,6,1730,1,Neutral,delayed,Low Loyal
5018,E,Ship,5,2,285,4,medium,female,7,1666,1,Dissatisfied,delayed,Moderate Loyal
5019,A,Ship,7,1,306,4,medium,male,5,1467,0,Very dissatisfied,on time,Moderate Loyal
5020,B,Ship,6,4,291,4,low,female,5,1327,0,Satisfied,on time,Moderate Loyal
5021,C,Ship,6,3,292,4,low,male,8,1925,0,Neutral,on time,Moderate Loyal
5022,E,Ship,6,2,293,5,low,female,3,1969,0,Dissatisfied,on time,Moderate Loyal
5023,D,Ship,6,4,275,4,low,female,3,1182,0,Satisfied,on time,Moderate Loyal
5024,E,Ship,6,5,274,4,low,male,6,1066,0,Very Satisfied,on time,Moderate Loyal
5025,A,Ship,7,2,310,4,low,female,7,1294,0,Dissatisfied,on time,Moderate Loyal
5026,B,Ship,6,5,292,4,low,male,4,1762,1,Very Satisfied,delayed,Moderate Loyal
5027,C,Ship,6,3,256,5,low,female,1,1980,0,Neutral,on time,Moderate Loyal
5028,E,Ship,7,4,295,4,low,male,5,1239,0,Satisfied,on time,Moderate Loyal
5029,D,Ship,3,5,149,2,medium,male,5,1023,0,Very Satisfied,on time,Low Loyal
5030,E,Ship,6,5,294,4,medium,female,2,1273,1,Very Satisfied,delayed,Moderate Loyal
5031,A,Ship,6,3,281,4,medium,female,7,1599,1,Neutral,delayed,Moderate Loyal
5032,B,Ship,6,4,294,4,medium,male,6,1112,0,Satisfied,on time,Moderate Loyal
5033,C,Ship,6,5,249,4,low,female,8,1274,0,Very Satisfied,on time,Moderate Loyal
5034,E,Ship,6,5,276,4,medium,female,6,1005,1,Very Satisfied,delayed,Moderate Loyal
5035,D,Ship,7,5,284,4,medium,female,8,1148,1,Very Satisfied,delayed,Moderate Loyal
5036,E,Ship,4,5,134,3,low,female,1,1008,0,Very Satisfied,on time,Low Loyal
5037,A,Ship,6,3,271,4,medium,female,1,1733,0,Neutral,on time,Moderate Loyal
5038,B,Ship,6,2,244,4,medium,female,1,1406,1,Dissatisfied,delayed,Moderate Loyal
5039,C,Ship,6,1,264,4,low,male,10,1960,0,Very dissatisfied,on time,Moderate Loyal
5040,E,Ship,6,5,275,4,low,male,8,1553,1,Very Satisfied,delayed,Moderate Loyal
5041,D,Ship,7,3,310,4,medium,female,7,1989,0,Neutral,on time,Moderate Loyal
5042,E,Ship,6,2,301,5,medium,female,3,1586,0,Dissatisfied,on time,Moderate Loyal
5043,A,Road,6,3,247,4,medium,female,9,1011,0,Neutral,on time,Moderate Loyal
5044,B,Road,4,2,224,2,low,male,9,5603,1,Dissatisfied,delayed,Low Loyal
5045,C,Road,3,5,242,2,low,female,6,5635,0,Very Satisfied,on time,Low Loyal
5046,E,Road,4,1,145,2,low,female,2,5209,0,Very dissatisfied,on time,Low Loyal
5047,D,Road,4,1,150,2,low,male,5,4140,0,Very dissatisfied,on time,Low Loyal
5048,E,Road,4,4,266,3,low,male,4,5905,0,Satisfied,on time,Low Loyal
5049,A,Road,5,1,260,2,low,male,4,5580,0,Very dissatisfied,on time,Low Loyal
5050,B,Road,4,1,259,3,medium,male,5,4435,1,Very dissatisfied,delayed,Low Loyal
5051,C,Road,4,3,192,3,low,female,10,4068,0,Neutral,on time,Low Loyal
5052,E,Road,3,1,149,3,medium,male,5,4805,1,Very dissatisfied,delayed,Low Loyal
5053,D,Road,4,1,133,2,medium,male,1,5274,1,Very dissatisfied,delayed,Low Loyal
5054,E,Road,4,4,145,3,medium,female,3,5424,1,Satisfied,delayed,Low Loyal
5055,A,Road,3,4,186,3,high,male,1,5922,1,Satisfied,delayed,Low Loyal
5056,B,Road,5,3,267,3,medium,female,8,5786,1,Neutral,delayed,Low Loyal
5057,C,Road,3,3,157,4,medium,female,2,5684,0,Neutral,on time,Moderate Loyal
5058,E,Road,4,2,174,3,low,female,3,5920,0,Dissatisfied,on time,Low Loyal
5059,D,Road,4,4,216,2,low,female,4,5984,0,Satisfied,on time,Low Loyal
5060,E,Road,4,3,143,3,low,female,2,4693,0,Neutral,on time,Low Loyal
5061,A,Road,5,1,135,3,low,male,3,4939,1,Very dissatisfied,delayed,Low Loyal
5062,B,Road,4,2,222,3,low,male,4,5919,0,Dissatisfied,on time,Low Loyal
5063,C,Road,6,2,140,2,high,male,1,4053,0,Dissatisfied,on time,Low Loyal
5064,E,Road,4,2,209,2,medium,female,9,5131,0,Dissatisfied,on time,Low Loyal
5065,D,Flight,3,5,162,2,low,male,4,4495,0,Very Satisfied,on time,Low Loyal
5066,E,Flight,5,2,152,4,medium,male,6,5596,0,Dissatisfied,on time,Moderate Loyal
5067,A,Flight,4,2,236,3,medium,male,9,4725,0,Dissatisfied,on time,Low Loyal
5068,B,Flight,4,5,192,4,low,female,10,4691,0,Very Satisfied,on time,Moderate Loyal
5069,C,Flight,5,2,233,3,high,female,4,4140,0,Dissatisfied,on time,Low Loyal
5070,E,Flight,3,5,156,3,medium,female,2,4190,1,Very Satisfied,delayed,Low Loyal
5071,D,Flight,5,1,257,3,medium,male,7,4133,0,Very dissatisfied,on time,Low Loyal
5072,E,Flight,4,5,228,4,low,male,4,4750,0,Very Satisfied,on time,Moderate Loyal
5073,A,Flight,5,1,262,2,high,male,9,5008,0,Very dissatisfied,on time,Low Loyal
5074,B,Flight,3,1,203,2,low,male,2,4647,1,Very dissatisfied,delayed,Low Loyal
5075,C,Flight,4,5,217,4,medium,female,3,5966,0,Very Satisfied,on time,Moderate Loyal
5076,E,Flight,3,1,197,5,medium,female,6,5919,0,Very dissatisfied,on time,Moderate Loyal
5077,D,Flight,3,5,217,3,low,male,9,4306,0,Very Satisfied,on time,Low Loyal
5078,E,Flight,3,2,200,4,medium,female,4,4918,0,Dissatisfied,on time,Moderate Loyal
5079,A,Flight,4,3,181,3,medium,male,10,4541,1,Neutral,delayed,Low Loyal
5080,B,Flight,4,1,212,3,low,male,2,4353,1,Very dissatisfied,delayed,Low Loyal
5081,C,Flight,5,3,217,2,low,female,4,5588,0,Neutral,on time,Low Loyal
5082,E,Flight,5,4,240,4,medium,female,2,5215,0,Satisfied,on time,Moderate Loyal
5083,D,Flight,3,1,161,3,low,male,9,4865,1,Very dissatisfied,delayed,Low Loyal
5084,E,Flight,3,4,157,3,medium,female,6,5611,0,Satisfied,on time,Low Loyal
5085,A,Flight,4,5,133,3,medium,male,4,5180,1,Very Satisfied,delayed,Low Loyal
5086,B,Flight,4,3,138,3,low,female,2,5593,0,Neutral,on time,Low Loyal
5087,C,Ship,4,3,158,3,high,male,1,5089,1,Neutral,delayed,Low Loyal
5088,E,Ship,5,2,243,3,high,male,2,5734,1,Dissatisfied,delayed,Low Loyal
5089,D,Ship,3,2,189,3,medium,male,2,4718,0,Dissatisfied,on time,Low Loyal
5090,E,Ship,2,4,272,2,medium,male,4,4632,0,Satisfied,on time,Low Loyal
5091,A,Ship,4,4,168,3,low,male,6,5488,1,Satisfied,delayed,Low Loyal
5092,B,Ship,4,4,157,3,medium,female,10,5041,1,Satisfied,delayed,Low Loyal
5093,C,Ship,3,5,217,2,medium,female,6,5182,0,Very Satisfied,on time,Low Loyal
5094,E,Ship,5,3,237,4,low,female,8,5432,0,Neutral,on time,Moderate Loyal
5095,D,Ship,4,3,133,2,low,male,9,4145,0,Neutral,on time,Low Loyal
5096,E,Ship,3,4,243,2,medium,male,1,5840,1,Satisfied,delayed,Low Loyal
5097,A,Ship,5,3,273,4,medium,male,2,4186,1,Neutral,delayed,Moderate Loyal
5098,B,Ship,5,4,202,5,low,female,6,5230,1,Satisfied,delayed,Moderate Loyal
5099,C,Ship,5,5,240,2,low,female,7,4409,1,Very Satisfied,delayed,Low Loyal
5100,E,Ship,3,5,275,3,low,male,6,5148,0,Very Satisfied,on time,Low Loyal
5101,D,Ship,3,5,274,3,medium,male,5,4710,1,Very Satisfied,delayed,Low Loyal
5102,E,Ship,4,3,272,3,low,female,4,5654,0,Neutral,on time,Low Loyal
5103,A,Ship,2,4,126,5,medium,male,2,5461,0,Satisfied,on time,Moderate Loyal
5104,B,Ship,5,3,215,2,medium,female,10,5194,1,Neutral,delayed,Low Loyal
5105,C,Ship,2,5,175,5,low,female,8,4269,0,Very Satisfied,on time,Moderate Loyal
5106,E,Ship,4,3,149,6,medium,male,5,5456,1,Neutral,delayed,Moderate Loyal
5107,D,Ship,6,1,145,3,medium,female,1,4346,1,Very dissatisfied,delayed,Low Loyal
5108,E,Ship,6,1,257,4,medium,female,3,5656,1,Very dissatisfied,delayed,Moderate Loyal
5109,A,Ship,4,3,136,3,medium,male,10,4299,1,Neutral,delayed,Low Loyal
5110,B,Ship,5,3,163,6,low,male,6,4349,0,Neutral,on time,Moderate Loyal
5111,C,Ship,3,4,256,3,low,male,7,5013,1,Satisfied,delayed,Low Loyal
5112,E,Ship,3,3,141,3,low,female,7,4954,1,Neutral,delayed,Low Loyal
5113,D,Ship,4,3,196,2,medium,female,4,4203,1,Neutral,delayed,Low Loyal
5114,E,Ship,5,4,154,2,low,female,5,5528,0,Satisfied,on time,Low Loyal
5115,A,Ship,5,3,197,3,medium,female,2,4678,1,Neutral,delayed,Low Loyal
5116,B,Ship,3,2,207,3,medium,female,1,4369,0,Dissatisfied,on time,Low Loyal
5117,C,Ship,4,1,258,4,low,male,5,5664,0,Very dissatisfied,on time,Moderate Loyal
5118,E,Ship,3,3,270,3,high,female,7,4690,1,Neutral,delayed,Low Loyal
5119,D,Ship,5,2,139,4,low,female,9,5070,1,Dissatisfied,delayed,Moderate Loyal
5120,E,Ship,3,5,197,3,low,male,4,5423,0,Very Satisfied,on time,Low Loyal
5121,A,Ship,5,2,176,3,low,male,9,5656,0,Dissatisfied,on time,Low Loyal
5122,B,Ship,3,1,206,3,medium,male,5,5676,1,Very dissatisfied,delayed,Low Loyal
5123,C,Ship,4,5,176,4,medium,male,6,5061,0,Very Satisfied,on time,Moderate Loyal
5124,E,Ship,2,4,208,3,medium,female,6,4226,1,Satisfied,delayed,Low Loyal
5125,D,Ship,3,3,154,2,medium,female,1,5746,1,Neutral,delayed,Low Loyal
5126,E,Ship,2,2,206,5,low,female,7,5203,0,Dissatisfied,on time,Moderate Loyal
5127,A,Ship,3,5,253,2,low,male,8,5476,1,Very Satisfied,delayed,Low Loyal
5128,B,Ship,4,5,270,3,medium,female,2,5272,0,Very Satisfied,on time,Low Loyal
5129,C,Ship,3,3,271,4,high,male,3,4006,1,Neutral,delayed,Moderate Loyal
5130,E,Ship,2,1,108,3,low,male,4,5924,1,Very dissatisfied,delayed,Low Loyal
5131,D,Ship,4,5,172,2,medium,male,7,4559,0,Very Satisfied,on time,Low Loyal
5132,E,Ship,5,1,265,3,high,male,5,4951,1,Very dissatisfied,delayed,Low Loyal
5133,A,Ship,4,4,208,5,medium,female,7,5401,0,Satisfied,on time,Moderate Loyal
5134,B,Ship,4,5,261,3,high,male,3,4885,1,Very Satisfied,delayed,Low Loyal
5135,C,Ship,4,4,197,2,medium,female,1,5211,0,Satisfied,on time,Low Loyal
5136,E,Ship,4,4,240,2,medium,female,4,5101,0,Satisfied,on time,Low Loyal
5137,D,Ship,4,1,273,4,low,male,1,4857,0,Very dissatisfied,on time,Moderate Loyal
5138,E,Ship,3,5,180,2,medium,male,1,5940,1,Very Satisfied,delayed,Low Loyal
5139,A,Ship,4,2,136,2,medium,female,7,4305,1,Dissatisfied,delayed,Low Loyal
5140,B,Ship,3,4,222,6,medium,female,10,4579,1,Satisfied,delayed,Moderate Loyal
5141,C,Ship,4,5,231,4,medium,male,9,5528,0,Very Satisfied,on time,Moderate Loyal
5142,E,Ship,4,5,240,5,low,male,8,4558,0,Very Satisfied,on time,Moderate Loyal
5143,D,Ship,4,1,152,3,low,male,10,5974,0,Very dissatisfied,on time,Low Loyal
5144,E,Ship,5,2,206,2,medium,female,2,5627,1,Dissatisfied,delayed,Low Loyal
5145,A,Ship,2,3,274,4,medium,female,10,4798,1,Neutral,delayed,Moderate Loyal
5146,B,Ship,5,4,97,6,high,male,7,5509,1,Satisfied,delayed,Moderate Loyal
5147,C,Ship,3,4,243,4,medium,female,10,4076,0,Satisfied,on time,Moderate Loyal
5148,E,Ship,3,4,106,6,medium,female,7,4621,0,Satisfied,on time,Moderate Loyal
5149,D,Ship,5,3,241,3,low,female,2,5587,1,Neutral,delayed,Low Loyal
5150,E,Ship,3,1,217,4,medium,female,1,5761,1,Very dissatisfied,delayed,Moderate Loyal
5151,A,Ship,4,1,241,4,medium,male,5,5080,0,Very dissatisfied,on time,Moderate Loyal
5152,B,Ship,4,3,213,3,low,male,6,5447,0,Neutral,on time,Low Loyal
5153,C,Ship,3,1,134,3,medium,male,10,4200,0,Very dissatisfied,on time,Low Loyal
5154,E,Ship,3,4,162,2,medium,female,8,4972,0,Satisfied,on time,Low Loyal
5155,D,Ship,2,4,193,4,low,male,7,5552,1,Satisfied,delayed,Moderate Loyal
5156,E,Ship,4,3,138,2,medium,male,9,5297,1,Neutral,delayed,Low Loyal
5157,A,Ship,5,4,181,5,medium,male,2,5324,0,Satisfied,on time,Moderate Loyal
5158,B,Ship,4,2,274,2,low,male,10,4361,0,Dissatisfied,on time,Low Loyal
5159,C,Ship,4,3,254,2,high,female,3,4930,0,Neutral,on time,Low Loyal
5160,E,Ship,5,2,196,5,low,male,10,5111,0,Dissatisfied,on time,Moderate Loyal
5161,D,Ship,4,2,157,4,low,female,6,4964,0,Dissatisfied,on time,Moderate Loyal
